filename,width,height,class,xmin,ymin,xmax,ymax
resized_1181.jpg,250,250,icecream,34,14,226,133
resized_888.jpg,250,250,icecream,46,46,212,194
resized_757.jpg,250,250,omelette,75,33,214,197
resized_757.jpg,250,250,rice,46,154,250,246
resized_72.jpg,250,250,apple_pie,5,30,244,224
resized_1061.jpg,250,250,omelette,31,33,213,232
resized_1479.jpg,250,250,rice,6,24,227,203
resized_639.jpg,250,250,carbonara,24,32,218,224
resized_476.jpg,250,250,bolonese_pasta,33,88,228,203
resized_1531.jpg,250,250,icecream,51,18,188,145
resized_1740.jpg,250,250,apple_pie,43,7,228,250
resized_594.jpg,250,250,burger,41,80,182,227
resized_594.jpg,250,250,fries,135,17,216,72
resized_454.jpg,250,250,icecream,8,14,140,87
resized_454.jpg,250,250,icecream,12,83,250,232
resized_1297.jpg,250,250,fries,68,93,241,232
resized_400.jpg,250,250,hotdog,24,25,217,226
resized_1511.jpg,250,250,omelette,14,72,250,186
resized_1511.jpg,250,250,salad,41,27,223,74
resized_158.jpg,250,250,rice,41,80,237,242
resized_596.jpg,250,250,rice,129,32,250,212
resized_1500.jpg,250,250,rice,63,42,194,193
resized_157.jpg,250,250,burger,44,90,237,239
resized_1166.jpg,250,250,bolonese_pasta,23,42,215,235
resized_1140.jpg,250,250,omelette,4,96,250,222
resized_113.jpg,250,250,burger,5,60,224,247
resized_813.jpg,250,250,bolonese_pasta,24,11,229,249
resized_1513.jpg,250,250,icecream,18,88,102,187
resized_1513.jpg,250,250,apple_pie,47,46,226,199
resized_846.jpg,250,250,carbonara,9,17,249,246
resized_1520.jpg,250,250,hotdog,48,181,184,240
resized_411.jpg,250,250,fries,26,47,199,129
resized_1401.jpg,250,250,icecream,49,77,236,177
resized_519.jpg,250,250,omelette,24,35,226,164
resized_1679.jpg,250,250,salad,45,32,202,117
resized_1679.jpg,250,250,omelette,28,107,247,234
resized_1679.jpg,250,250,bread,105,12,249,98
resized_337.jpg,250,250,fries,17,93,135,231
resized_337.jpg,250,250,burger,83,21,202,126
resized_337.jpg,250,250,salad,136,182,214,229
resized_1484.jpg,250,250,burger,75,3,185,132
resized_1484.jpg,250,250,fries,20,110,155,239
resized_1698.jpg,250,250,apple_pie,5,74,250,246
resized_46.jpg,250,250,icecream,3,123,132,234
resized_46.jpg,250,250,icecream,119,57,247,162
resized_46.jpg,250,250,icecream,10,37,113,129
resized_46.jpg,250,250,icecream,135,1,219,36
resized_46.jpg,250,250,icecream,48,1,125,32
resized_1676.jpg,250,250,omelette,108,86,205,176
resized_1676.jpg,250,250,salad,49,105,143,193
resized_1872.jpg,250,250,apple_pie,36,35,197,173
resized_523.jpg,250,250,carbonara,29,28,230,217
resized_472.jpg,250,250,burger,34,35,217,178
resized_472.jpg,250,250,salad,48,82,134,103
resized_1795.jpg,250,250,apple_pie,2,53,218,248
resized_1795.jpg,250,250,chantilly,134,91,249,250
resized_995.jpg,250,250,fries,11,95,181,230
resized_995.jpg,250,250,ketchup,135,15,186,76
resized_995.jpg,250,250,burger,125,59,221,172
resized_995.jpg,250,250,salad,53,3,140,77
resized_319.jpg,250,250,hotdog,9,22,245,223
resized_293.jpg,250,250,icecream,17,75,92,222
resized_293.jpg,250,250,icecream,93,74,167,221
resized_293.jpg,250,250,icecream,175,37,249,220
resized_1720.jpg,250,250,apple_pie,10,2,218,163
resized_1720.jpg,250,250,icecream,47,118,197,244
resized_352.jpg,250,250,burger,90,88,190,213
resized_352.jpg,250,250,salad,184,107,246,209
resized_352.jpg,250,250,fries,8,118,94,235
resized_352.jpg,250,250,burger,66,2,120,59
resized_352.jpg,250,250,salad,131,15,157,58
resized_611.jpg,250,250,burger,25,85,212,225
resized_197.jpg,250,250,rice,40,83,206,215
resized_136.jpg,250,250,hotdog,5,104,171,241
resized_136.jpg,250,250,hotdog,25,26,167,113
resized_136.jpg,250,250,fries,1,3,42,81
resized_1210.jpg,250,250,omelette,103,113,162,150
resized_1437.jpg,250,250,omelette,3,15,242,205
resized_117.jpg,250,250,icecream,101,40,189,193
resized_247.jpg,250,250,rice,14,92,240,218
resized_147.jpg,250,250,fries,64,76,191,195
resized_16.jpg,250,250,burger,1,1,181,180
resized_16.jpg,250,250,fries,181,61,249,244
resized_1343.jpg,250,250,burger,85,28,216,233
resized_1343.jpg,250,250,fries,39,97,95,160
resized_1353.jpg,250,250,omelette,72,58,193,183
resized_669.jpg,250,250,fries,47,62,215,196
resized_667.jpg,250,250,icecream,5,64,221,231
resized_54.jpg,250,250,omelette,58,87,250,242
resized_54.jpg,250,250,bread,3,7,65,73
resized_54.jpg,250,250,bread,47,16,113,73
resized_256.jpg,250,250,icecream,49,79,204,199
resized_1883.jpg,250,250,apple_pie,4,58,249,250
resized_1214.jpg,250,250,icecream,68,94,185,199
resized_1214.jpg,250,250,icecream,52,35,144,127
resized_1214.jpg,250,250,apple_pie,132,34,248,157
resized_1387.jpg,250,250,fries,13,19,217,197
resized_65.jpg,250,250,hotdog,19,29,137,204
resized_65.jpg,250,250,hotdog,109,40,241,216
resized_1196.jpg,250,250,burger,99,34,244,223
resized_1192.jpg,250,250,icecream,65,59,172,178
resized_34.jpg,250,250,omelette,41,64,192,151
resized_34.jpg,250,250,bread,45,104,190,198
resized_226.jpg,250,250,fries,33,77,243,221
resized_226.jpg,250,250,ketchup,1,82,39,156
resized_1255.jpg,250,250,rice,51,48,211,160
resized_1608.jpg,250,250,bread,171,33,250,138
resized_1608.jpg,250,250,omelette,74,20,164,246
resized_219.jpg,250,250,fries,62,109,207,242
resized_219.jpg,250,250,ketchup,103,141,153,204
resized_1848.jpg,250,250,fries,79,8,201,101
resized_782.jpg,250,250,omelette,78,93,235,183
resized_520.jpg,250,250,icecream,29,39,243,188
resized_93.jpg,250,250,burger,2,31,250,242
resized_1298.jpg,250,250,icecream,140,15,246,160
resized_1298.jpg,250,250,icecream,72,70,164,179
resized_1144.jpg,250,250,rice,34,54,240,195
resized_1144.jpg,250,250,salad,58,28,160,84
resized_1816.jpg,250,250,apple_pie,2,19,246,238
resized_1219.jpg,250,250,omelette,25,96,215,241
resized_246.jpg,250,250,bolonese_pasta,19,14,241,224
resized_1060.jpg,250,250,carbonara,37,57,250,218
resized_923.jpg,250,250,carbonara,30,8,243,184
resized_923.jpg,250,250,omelette,12,133,193,250
resized_1386.jpg,250,250,icecream,17,4,215,182
resized_1592.jpg,250,250,rice,71,19,234,236
resized_258.jpg,250,250,hotdog,56,103,250,249
resized_682.jpg,250,250,burger,25,44,231,205
resized_1287.jpg,250,250,omelette,5,31,241,222
resized_181.jpg,250,250,bread,16,10,218,111
resized_181.jpg,250,250,omelette,40,81,207,249
resized_1742.jpg,250,250,apple_pie,45,43,188,170
resized_1742.jpg,250,250,icecream,90,50,159,127
resized_541.jpg,250,250,carbonara,19,27,243,232
resized_1527.jpg,250,250,rice,43,116,213,221
resized_1671.jpg,250,250,omelette,3,89,247,217
resized_1367.jpg,250,250,icecream,11,66,64,173
resized_1367.jpg,250,250,apple_pie,134,115,241,249
resized_1644.jpg,250,250,omelette,39,53,248,196
resized_1820.jpg,250,250,apple_pie,40,27,206,98
resized_1820.jpg,250,250,apple_pie,4,89,244,237
resized_25.jpg,250,250,omelette,53,33,193,197
resized_78.jpg,250,250,burger,1,2,179,213
resized_78.jpg,250,250,fries,165,22,250,214
resized_1793.jpg,250,250,icecream,35,104,104,185
resized_1793.jpg,250,250,apple_pie,81,95,219,247
resized_205.jpg,250,250,hotdog,33,74,248,181
resized_1874.jpg,250,250,icecream,74,68,143,126
resized_1874.jpg,250,250,apple_pie,15,117,247,209
resized_150.jpg,250,250,icecream,84,108,186,236
resized_1837.jpg,250,250,apple_pie,20,19,243,158
resized_1837.jpg,250,250,chantilly,70,115,234,218
resized_1370.jpg,250,250,salad,177,49,232,115
resized_1370.jpg,250,250,fries,124,105,208,183
resized_1370.jpg,250,250,fries,15,84,106,159
resized_773.jpg,250,250,rice,46,25,214,208
resized_539.jpg,250,250,icecream,12,14,119,116
resized_539.jpg,250,250,icecream,103,11,227,129
resized_539.jpg,250,250,icecream,113,95,233,210
resized_539.jpg,250,250,icecream,1,84,145,250
resized_59.jpg,250,250,fries,44,23,140,114
resized_1800.jpg,250,250,apple_pie,57,74,243,211
resized_1800.jpg,250,250,chantilly,3,38,95,234
resized_855.jpg,250,250,bolonese_pasta,6,6,250,235
resized_1169.jpg,250,250,icecream,16,60,118,151
resized_1169.jpg,250,250,apple_pie,101,48,245,198
resized_729.jpg,250,250,icecream,55,7,226,193
resized_1533.jpg,250,250,rice,35,32,216,131
resized_1004.jpg,250,250,fries,1,1,133,206
resized_1004.jpg,250,250,burger,139,35,249,243
resized_448.jpg,250,250,icecream,2,49,204,170
resized_1582.jpg,250,250,rice,9,77,195,220
resized_877.jpg,250,250,bread,45,46,250,152
resized_877.jpg,250,250,omelette,3,77,118,194
resized_1171.jpg,250,250,omelette,24,2,191,140
resized_1171.jpg,250,250,fries,163,23,250,221
resized_1448.jpg,250,250,fries,2,30,236,238
